College,Course,Seat,Category,Rank,Percentile
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,I,GOPENO,108842,20.3613489
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,I,GOPENO,113385,14.7866072
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,I,GOPENO,81505,48.7700838
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,VII,Stage,99707,31.5015186
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,VII,GOPENO,95626,35.6598862
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,I,Stage,121481,2.3327106
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,I,Stage,95091,35.8351101
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,VII,Stage,96479,34.6668564
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,21204,88.5953918
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,27119,85.4043578
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,89326,42.0206383
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,22791,87.6520385
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,21521,88.4671878
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,18030,90.3376471
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,28056,84.8888044
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,76694,52.4476185
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,20321,89.0594645
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,20983,88.7433193
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,21140,88.6475955
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,37039,79.5947693
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,60291,65.2400587
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,25720,86.2044419
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,19187,89.629736
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,25086,86.5103056
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,65537,61.4673542
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,,24030,87.0274997
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,Stage,48548,72.8897104
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,DEFOPENS,11786,93.6035862
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,TFWS,57120,67.2875491
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,I,DEFRSCS,24354,86.9162467
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,VII,Stage,22813,87.6520385
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,Stage,26141,85.8567675
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,GOPENH,119472,5.5595051
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,GSTH,27333,85.2528023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,GOBCH,24725,86.5823024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,LOPENH,37916,79.4729608
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,Stage,27569,85.0403264
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,VII,Stage,28683,84.3826019
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,Stage,33182,81.984042
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,GOPENH,35950,80.5336015
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,GSTH,105889,23.9542468
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,GOBCH,61787,64.0075195
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,LOPENH,38967,78.5792977
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,LSCH,85065,45.6704109
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,Stage,30027,83.6868736
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,I,Stage,28608,84.5764555
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,VII,Stage,29210,84.1949276
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,I,,34317,81.4109415
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,I,,38751,78.6657067
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,I,,72000,56.7650587
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,I,,31151,83.2284916
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,VII,,34345,81.4109415
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,VII,,33230,81.984042
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,I,Stage,55074,68.7024004
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,I,GSTO,58262,66.4465439
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,VII,Stage,38073,79.2815054
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,I,Stage,56822,67.447284
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,73882,54.912555
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,96895,34.1210946
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,102881,28.1605922
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,59281,65.7244332
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,38929,78.5792977
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,68412,59.4192464
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,VII,,61944,64.0075195
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,VII,,69042,58.8113371
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,VII,,66050,60.7344231
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,86810,43.3167495
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,92101,39.3128682
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,,88806,42.3018437
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,VII,,96611,34.6668564
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,Stage,114597,12.7995462
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,GVJO,85095,45.6704109
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,Stage,105488,24.8766135
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,I,Stage,57096,67.2875491
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,VII,Stage,67515,59.7201871
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,49591,72.4718017
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,63148,63.088298
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,51553,70.9370842
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,52739,70.2135829
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,50203,71.6451268
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,45991,74.364085
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,62028,64.0075195
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,108184,21.5067519
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,47563,73.4437245
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,,41804,77.0311313
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,VII,,52505,70.7220669
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,VII,,50803,71.2367422
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,Stage,55474,68.3772406
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,GOPENO,57556,67.1125395
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,GSTO,59125,66.0248119
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,GOBCO,63453,63.050238
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,LOPENO,62005,64.0075195
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,VII,Stage,59224,66.0248119
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,VII,GOPENO,58992,66.2117981
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,Stage,88080,42.7946749
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,GOPENO,73102,55.257059
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,Stage,30615,83.3246679
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,GOPENO,61883,64.0075195
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,I,Stage,51116,71.197687
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,VII,Stage,53113,69.7082914
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,82249,48.2193247
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,85861,44.9304271
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,90682,39.6081812
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,105176,25.3179745
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,100326,30.014662
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,90764,39.6081812
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,100409,30.014662
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,106921,22.9132251
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,104046,26.2202423
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,102681,28.1605922
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,II,,111551,17.4354552
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,,75227,54.124615
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,VII,,92377,39.1582539
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,VII,,90079,41.1873138
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,VII,,94244,36.1623265
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,Stage,120850,3.3501235
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,Stage,82662,47.8470482
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,I,GOPENO,110646,18.3037194
