College,Course,Seat,Category,Rank,Percentile
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Computer Engineering,I,,80063,49.556541
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Computer Engineering,I,,80833,49.0525702
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Computer Engineering,I,,84269,45.9884082
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Computer Engineering,I,Stage,81610,48.2601391
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Computer Engineering,I,DEFOPENS,33799,81.6296507
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Computer Engineering,I,TFWS,68803,59.0639291
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Computer Engineering,VII,Stage,48605,72.7702415
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,Stage,67493,59.7201871
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,GOPENH,93642,37.5478565
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,GSCH,68315,59.5292331
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,GOBCH,62519,63.7147595
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,LOPENH,109671,19.499854
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,Stage,66101,60.7344231
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,Stage,121678,1.977456
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,Stage,97474,33.083064
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,GOPENH,92759,38.6417086
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,GSCH,59030,66.0248119
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,GOBCH,52791,70.0988506
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics and Telecommunication Engg,I,Stage,88869,42.3018437
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,93565,37.5478565
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,118395,7.4458997
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,102213,28.4814025
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,93998,36.7166438
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,97161,33.5099087
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,97344,33.5099087
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,71556,56.8099848
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,93542,37.5478565
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,,97436,33.083064
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,VII,,99806,31.5015186
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,VII,,99551,31.7734581
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,VII,,87328,43.3051128
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,Stage,100322,30.014662
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,Stage,71869,56.7650587
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,LOPENO,90859,39.6081812
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,VII,Stage,97985,32.5908894
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,VII,LOPENO,99076,32.2127079
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,Stage,65506,61.4673542
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,I,Stage,81712,48.2601391
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Electronics Engineering,VII,Stage,99363,32.1061359
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,96793,34.1210946
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,111835,16.7412669
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,104981,25.3179745
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,115134,12.219415
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,101869,28.6995083
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,111053,17.5316365
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,111574,17.0051501
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,,99735,31.5015186
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,,108845,20.3613489
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,,102845,28.1605922
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,,107016,22.9132251
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,,97453,33.083064
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,Stage,95487,35.6983743
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,Stage,90839,39.6081812
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,GOPENO,105398,25.0367211
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,Stage,108000,21.8821184
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,GOPENO,112566,15.6956852
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,Stage,103915,26.3140433
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,GOPENO,100529,30.014662
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,Stage,87081,43.3051128
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,Stage,109044,20.232792
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,GOPENO,60504,64.886326
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,Stage,119571,5.5537174
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,I,Stage,105694,23.9925869
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Mechanical Engineering,VII,Stage,108835,20.3613489
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Civil Engineering,I,Stage,106959,22.9132251
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Civil Engineering,I,GOPENH,110608,18.3037194
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Civil Engineering,I,LOPENH,114042,13.7713294
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Civil Engineering,I,Stage,114266,13.5287968
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Civil Engineering,I,Stage,105882,23.9542468
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,47699,73.2440997
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,73797,54.912555
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,115587,11.4426915
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,60451,64.886326
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,51869,70.9263207
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,48527,72.8897104
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,83090,47.769552
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,122244,0.8745505
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,61570,64.0172786
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,48955,72.7060426
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,48038,72.9031949
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,52394,70.7220669
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,VII,,49282,72.5765063
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,61779,64.0172786
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,114622,12.7995462
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,77705,51.6740911
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,67668,59.7201871
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,,82085,48.2193247
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,VII,,66947,60.5043241
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,VII,,67354,60.0860804
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,Stage,113238,14.9316558
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,DEFOPENS,92418,39.1582539
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,DEFOBCS,19247,89.5427623
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,I,TFWS,64955,61.8814494
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Computer Engineering,VII,Stage,51313,71.1253958
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,,91375,39.4227966
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,,117385,8.7877784
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,,105708,23.9925869
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,,56505,67.4824177
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,,80773,49.0525702
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,,100077,30.5619889
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,,107202,22.4871071
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,,107401,22.2500723
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,,81398,48.7700838
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,,83076,47.769552
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,Stage,89583,41.9139826
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,GOPENO,111174,17.5316365
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,Stage,82114,48.2193247
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,GOPENO,93529,37.5478565
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,LOPENO,120642,3.5945703
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,LOPENO,98832,32.2621925
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,LOPENO,104214,25.8381109
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,Stage,90808,39.6081812
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,GOPENO,98429,32.3435843
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,LOPENO,104310,25.8381109
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,I,Stage,103301,26.9007793
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electrical Engineering,VII,Stage,107108,22.4871071
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,Stage,66210,60.7344231
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,GOPENH,84923,45.6704109
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,GSCH,81153,48.9390238
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,GSTH,69230,58.8113371
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,Stage,67461,59.7201871
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,VII,Stage,68828,59.0639291
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,Stage,84852,45.6704109
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,VII,Stage,85242,45.2718114
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,Stage,116115,10.6465496
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,Stage,64954,61.8814494
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,GOPENH,65278,61.6697194
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Electronics and Telecommunication Engg,I,Stage,54729,69.0394836
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Chemical Engineering,I,Stage,104979,25.3179745
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Chemical Engineering,I,GOPENH,96304,35.1475881
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Chemical Engineering,I,Stage,86201,44.7418375
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,I,,110228,18.840167
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,I,,120473,4.1980573
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,I,,113131,14.9912318
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,I,,120226,4.376802
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,I,,104836,25.4603297
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,VII,,115918,11.2993545
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,VII,,116009,10.7718485
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,VII,,113962,13.7713294
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,VII,,114445,12.9353233
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,VII,,113825,14.2210761
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,I,Stage,101599,28.9481366
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,VII,Stage,116430,10.4981278
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Mechanical Engineering,I,Stage,115195,12.219415
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,68936,59.0639291
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,116347,10.5662165
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,74503,54.1780657
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,63906,62.3954246
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,94589,36.1594098
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,85813,44.9304271
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,70951,57.2112851
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,,74250,54.5241174
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,VII,,74792,54.1664697
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,VII,,71201,57.0638559
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,Stage,80609,49.4442605
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GOPENO,118677,6.973842
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GSCO,103653,26.7890081
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GSTO,95463,35.6983743
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GVJO,90132,41.1873138
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GOBCO,95294,35.6983743
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,VII,Stage,91055,39.5925136
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,VII,GOPENO,90888,39.6081812
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,Stage,68737,59.0639291
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GOPENO,73770,54.912555
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GSCO,97458,33.083064
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,Stage,35520,80.6275908
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GOPENO,115264,12.2020044
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,I,GSCO,97942,32.5908894
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Computer Engineering,VII,Stage,73013,55.257059
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electrical Engineering,I,Stage,107822,21.8821184
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electrical Engineering,I,Stage,111444,17.4354552
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electrical Engineering,I,GOPENH,115825,11.2993545
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,,92273,39.1582539
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,,96271,35.1475881
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,,99918,31.5015186
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,,120476,4.0235666
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,,82217,48.2193247
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,,114250,13.5287968
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,,101134,29.3331437
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,,104151,26.2202423
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,,115611,11.4426915
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,,117692,8.5951196
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,,106913,22.9132251
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,,109426,19.8474395
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,,111716,17.0051501
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,,107778,22.1694264
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,Stage,114154,13.5440394
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,VII,GSCO,108543,20.8205322
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,Stage,99510,31.7734581
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,GSCO,105114,25.3179745
"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Electronics and Computer Engineering,I,Stage,117564,8.6023034
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,,99444,31.7734581
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,,122184,0.9771518
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,,109782,19.2567241
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,,93068,38.5667023
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,,106812,23.121138
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,,86481,44.6471616
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,,114425,12.9353233
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,,115061,12.4299468
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,,110006,19.1072714
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,,110835,17.8380677
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,,99898,31.5015186
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,,104563,25.7906003
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,Stage,102179,28.4814025
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,GOPENO,109373,19.8474395
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,GSTO,89829,41.4815869
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,Stage,120855,3.3501235
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,GOPENO,103971,26.2202423
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,I,Stage,93133,38.5667023
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,Stage,119129,6.3771146
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Civil Engineering,VII,GOPENO,113568,14.6195704
